Category,scheme_name,scheme_url,scheme_pr_url
Sectoral/Thematic,SBI PSU Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/sbi-psu-fund-direct-plan-growth/MSB495,https://www.moneycontrol.com/mutual-funds/sbi-psu-fund-direct-plan-growth/MSB495/portfolio-overview/MSB495
Sectoral/Thematic,Invesco India PSU Equity Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/invesco-india-psu-equity-fund-direct-plan-growth/MLI552,https://www.moneycontrol.com/mutual-funds/invesco-india-psu-equity-fund-direct-plan-growth/MLI552/portfolio-overview/MLI552
Small Cap Fund,Bandhan Small Cap Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/bandhan-small-cap-fund-direct-plan-growth/MAG2104,https://www.moneycontrol.com/mutual-funds/bandhan-small-cap-fund-direct-plan-growth/MAG2104/portfolio-overview/MAG2104
Sectoral/Thematic,Franklin India Opportunities Fund - Direct - Growth,https://www.moneycontrol.com/mutual-funds/nav/franklin-india-opportunities-fund-direct-growth/MTE319,https://www.moneycontrol.com/mutual-funds/franklin-india-opportunities-fund-direct-growth/MTE319/portfolio-overview/MTE319
Sectoral/Thematic,Invesco India PSU Equity Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/invesco-india-psu-equity-fund-growth/MLI345,https://www.moneycontrol.com/mutual-funds/invesco-india-psu-equity-fund-growth/MLI345/portfolio-overview/MLI345
Sectoral/Thematic,Nippon India Power & Infra Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/nippon-india-power-infra-fund-direct-plan-growth/MRC904,https://www.moneycontrol.com/mutual-funds/nippon-india-power-infra-fund-direct-plan-growth/MRC904/portfolio-overview/MRC904
Sectoral/Thematic,Aditya Birla Sun Life PSU Equity Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/aditya-birla-sun-life-psu-equity-fund-direct-plan-growth/MBS3064,https://www.moneycontrol.com/mutual-funds/aditya-birla-sun-life-psu-equity-fund-direct-plan-growth/MBS3064/portfolio-overview/MBS3064
Sectoral/Thematic,HDFC Infrastructure Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/hdfc-infrastructure-fund-direct-plan-growth/MHD1155,https://www.moneycontrol.com/mutual-funds/hdfc-infrastructure-fund-direct-plan-growth/MHD1155/portfolio-overview/MHD1155
Sectoral/Thematic,ICICI Prudential Infrastructure Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-infrastructure-fund-direct-plan-growth/MPI1148,https://www.moneycontrol.com/mutual-funds/icici-prudential-infrastructure-fund-direct-plan-growth/MPI1148/portfolio-overview/MPI1148
Sectoral/Thematic,Nippon India Power & Infra Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/nippon-india-power-infra-fund-growth/MRC055,https://www.moneycontrol.com/mutual-funds/nippon-india-power-infra-fund-growth/MRC055/portfolio-overview/MRC055
Sectoral/Thematic,Franklin Build India Fund - Direct - Growth,https://www.moneycontrol.com/mutual-funds/nav/franklin-build-india-fund-direct-growth/MTE331,https://www.moneycontrol.com/mutual-funds/franklin-build-india-fund-direct-growth/MTE331/portfolio-overview/MTE331
Sectoral/Thematic,Franklin India Opportunities Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/franklin-india-opportunities-fund-growth/MKP028,https://www.moneycontrol.com/mutual-funds/franklin-india-opportunities-fund-growth/MKP028/portfolio-overview/MKP028
Sectoral/Thematic,Bandhan Infrastructure Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/bandhan-infrastructure-fund-direct-plan-growth/MAG731,https://www.moneycontrol.com/mutual-funds/bandhan-infrastructure-fund-direct-plan-growth/MAG731/portfolio-overview/MAG731
Small Cap Fund,ITI Small Cap Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/iti-small-cap-fund-direct-plan-growth/MIT043,https://www.moneycontrol.com/mutual-funds/iti-small-cap-fund-direct-plan-growth/MIT043/portfolio-overview/MIT043
Sectoral/Thematic,ICICI Prudential Infrastructure Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-infrastructure-fund-growth/MPI108,https://www.moneycontrol.com/mutual-funds/icici-prudential-infrastructure-fund-growth/MPI108/portfolio-overview/MPI108
Mid Cap Fund,Motilal Oswal Midcap Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/motilal-oswal-midcap-fund-direct-plan-growth/MMO027,https://www.moneycontrol.com/mutual-funds/motilal-oswal-midcap-fund-direct-plan-growth/MMO027/portfolio-overview/MMO027
Sectoral/Thematic,HDFC Infrastructure Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/hdfc-infrastructure-fund-growth/MHD283,https://www.moneycontrol.com/mutual-funds/hdfc-infrastructure-fund-growth/MHD283/portfolio-overview/MHD283
Large & Mid Cap Fund,Motilal Oswal Large and Midcap Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/motilal-oswal-large-and-midcap-fund-direct-plan-growth/MMO070,https://www.moneycontrol.com/mutual-funds/motilal-oswal-large-and-midcap-fund-direct-plan-growth/MMO070/portfolio-overview/MMO070
Mid Cap Fund,Invesco India Mid Cap Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/invesco-india-mid-cap-fund-direct-plan-growth/MLI556,https://www.moneycontrol.com/mutual-funds/invesco-india-mid-cap-fund-direct-plan-growth/MLI556/portfolio-overview/MLI556
Sectoral/Thematic,ICICI Prudential Pharma Healthcare and Diagnostics (P.H.D) Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-pharma-healthcare-and-diagnostics-(p-h-d)-fund-direct-plan-growth/MPI3737,https://www.moneycontrol.com/mutual-funds/icici-prudential-pharma-healthcare-and-diagnostics-(p-h-d)-fund-direct-plan-growth/MPI3737/portfolio-overview/MPI3737
Sectoral/Thematic,Franklin Build India Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/franklin-build-india-fund-growth/MTE266,https://www.moneycontrol.com/mutual-funds/franklin-build-india-fund-growth/MTE266/portfolio-overview/MTE266
Sectoral/Thematic,SBI Healthcare Opportunities Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/sbi-healthcare-opportunities-fund-direct-plan-growth/MSB497,https://www.moneycontrol.com/mutual-funds/sbi-healthcare-opportunities-fund-direct-plan-growth/MSB497/portfolio-overview/MSB497
Sectoral/Thematic,DSP India T.I.G.E.R. Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/dsp-india-t-i-g-e-rfund-direct-plan-growth/MDS586,https://www.moneycontrol.com/mutual-funds/dsp-india-t-i-g-e-rfund-direct-plan-growth/MDS586/portfolio-overview/MDS586
Mid Cap Fund,Motilal Oswal Midcap Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/motilal-oswal-midcap-fund-growth/MMO025,https://www.moneycontrol.com/mutual-funds/motilal-oswal-midcap-fund-growth/MMO025/portfolio-overview/MMO025
Sectoral/Thematic,ICICI Prudential Pharma Healthcare and Diagnostics (P.H.D) Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-pharma-healthcare-and-diagnostics-(p-h-d)-fund-growth/MPI3739,https://www.moneycontrol.com/mutual-funds/icici-prudential-pharma-healthcare-and-diagnostics-(p-h-d)-fund-growth/MPI3739/portfolio-overview/MPI3739
Sectoral/Thematic,Invesco India Infrastructure Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/invesco-india-infrastructure-fund-direct-plan-growth/MLI558,https://www.moneycontrol.com/mutual-funds/invesco-india-infrastructure-fund-direct-plan-growth/MLI558/portfolio-overview/MLI558
Mid Cap Fund,Invesco India Mid Cap Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/invesco-india-mid-cap-fund-growth/MLI021,https://www.moneycontrol.com/mutual-funds/invesco-india-mid-cap-fund-growth/MLI021/portfolio-overview/MLI021
Small Cap Fund,Quant Small Cap Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/quant-small-cap-fund-direct-plan-growth/MES056,https://www.moneycontrol.com/mutual-funds/quant-small-cap-fund-direct-plan-growth/MES056/portfolio-overview/MES056
Small Cap Fund,Invesco India Smallcap Fund - Direct - Growth,https://www.moneycontrol.com/mutual-funds/nav/invesco-india-smallcap-fund-direct-growth/MLI1094,https://www.moneycontrol.com/mutual-funds/invesco-india-smallcap-fund-direct-growth/MLI1094/portfolio-overview/MLI1094
Mid Cap Fund,HDFC Mid Cap Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/hdfc-mid-cap-fund-direct-plan-growth/MHD1161,https://www.moneycontrol.com/mutual-funds/hdfc-mid-cap-fund-direct-plan-growth/MHD1161/portfolio-overview/MHD1161
Sectoral/Thematic,Franklin Build India Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/franklin-build-india-fund-growth/MTE266,https://www.moneycontrol.com/mutual-funds/franklin-build-india-fund-growth/MTE266/portfolio-overview/MTE266
Sectoral/Thematic,Canara Robeco Infrastructure - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/canara-robeco-infrastructure-direct-plan-growth/MCA214,https://www.moneycontrol.com/mutual-funds/canara-robeco-infrastructure-direct-plan-growth/MCA214/portfolio-overview/MCA214
ELSS,Motilal Oswal ELSS Tax Saver Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/motilal-oswal-elss-tax-saver-fund-direct-plan-growth/MMO035,https://www.moneycontrol.com/mutual-funds/motilal-oswal-elss-tax-saver-fund-direct-plan-growth/MMO035/portfolio-overview/MMO035
Sectoral/Thematic,Bank of India Manufacturing & Infrastructure Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/bank-of-india-manufacturing-infrastructure-fund-direct-plan-growth/MBA068,https://www.moneycontrol.com/mutual-funds/bank-of-india-manufacturing-infrastructure-fund-direct-plan-growth/MBA068/portfolio-overview/MBA068
Sectoral/Thematic,UTI Healthcare Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/uti-healthcare-fund-direct-plan-growth/MUT621,https://www.moneycontrol.com/mutual-funds/uti-healthcare-fund-direct-plan-growth/MUT621/portfolio-overview/MUT621
Large & Mid Cap Fund,Invesco India Large & Mid Cap Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/invesco-india-large-mid-cap-fund-direct-plan-growth/MLI560,https://www.moneycontrol.com/mutual-funds/invesco-india-large-mid-cap-fund-direct-plan-growth/MLI560/portfolio-overview/MLI560
Sectoral/Thematic,Aditya Birla Sun Life Infrastructure Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/aditya-birla-sun-life-infrastructure-fund-direct-plan-growth/MBS821,https://www.moneycontrol.com/mutual-funds/aditya-birla-sun-life-infrastructure-fund-direct-plan-growth/MBS821/portfolio-overview/MBS821
Mid Cap Fund,HDFC Mid Cap Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/hdfc-mid-cap-fund-growth/MHD068,https://www.moneycontrol.com/mutual-funds/hdfc-mid-cap-fund-growth/MHD068/portfolio-overview/MHD068
Mid Cap Fund,Nippon India Growth Mid Cap Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/nippon-india-growth-mid-cap-fund-direct-plan-growth/MRC919,https://www.moneycontrol.com/mutual-funds/nippon-india-growth-mid-cap-fund-direct-plan-growth/MRC919/portfolio-overview/MRC919
Mid Cap Fund,Edelweiss Mid Cap Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/edelweiss-mid-cap-fund-direct-plan-growth/MJP117,https://www.moneycontrol.com/mutual-funds/edelweiss-mid-cap-fund-direct-plan-growth/MJP117/portfolio-overview/MJP117
Sectoral/Thematic,ICICI Prudential Manufacturing Fund - Direct - Growth,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-manufacturing-fund-direct-growth/MPI3945,https://www.moneycontrol.com/mutual-funds/icici-prudential-manufacturing-fund-direct-growth/MPI3945/portfolio-overview/MPI3945
Sectoral/Thematic,DSP Healthcare Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/dsp-healthcare-fund-direct-plan-growth/MDS1483,https://www.moneycontrol.com/mutual-funds/dsp-healthcare-fund-direct-plan-growth/MDS1483/portfolio-overview/MDS1483
Sectoral/Thematic,Invesco India Infrastructure Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/invesco-india-infrastructure-fund-growth/MLI139,https://www.moneycontrol.com/mutual-funds/invesco-india-infrastructure-fund-growth/MLI139/portfolio-overview/MLI139
Small Cap Fund,Quant Small Cap Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/quant-small-cap-fund-growth/MES011,https://www.moneycontrol.com/mutual-funds/quant-small-cap-fund-growth/MES011/portfolio-overview/MES011
Small Cap Fund,Tata Small Cap Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/tata-small-cap-fund-direct-plan-growth/MTA1305,https://www.moneycontrol.com/mutual-funds/tata-small-cap-fund-direct-plan-growth/MTA1305/portfolio-overview/MTA1305
Value Fund,Quant Value Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/quant-value-fund-direct-plan-growth/MES076,https://www.moneycontrol.com/mutual-funds/quant-value-fund-direct-plan-growth/MES076/portfolio-overview/MES076
Small Cap Fund,HDFC Small Cap Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/hdfc-small-cap-fund-direct-plan-growth/MMS025,https://www.moneycontrol.com/mutual-funds/hdfc-small-cap-fund-direct-plan-growth/MMS025/portfolio-overview/MMS025
ELSS,Motilal Oswal ELSS Tax Saver Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/motilal-oswal-elss-tax-saver-fund-growth/MMO033,https://www.moneycontrol.com/mutual-funds/motilal-oswal-elss-tax-saver-fund-growth/MMO033/portfolio-overview/MMO033
Sectoral/Thematic,HSBC Infrastructure Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/hsbc-infrastructure-fund-direct-plan-growth/MCC285,https://www.moneycontrol.com/mutual-funds/hsbc-infrastructure-fund-direct-plan-growth/MCC285/portfolio-overview/MCC285
Focused Fund,Invesco India Focused Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/invesco-india-focused-fund-direct-plan-growth/MLI1122,https://www.moneycontrol.com/mutual-funds/invesco-india-focused-fund-direct-plan-growth/MLI1122/portfolio-overview/MLI1122
Small Cap Fund,Invesco India Smallcap Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/invesco-india-smallcap-fund-growth/MLI1096,https://www.moneycontrol.com/mutual-funds/invesco-india-smallcap-fund-growth/MLI1096/portfolio-overview/MLI1096
Small Cap Fund,Nippon India Small Cap Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/nippon-india-small-cap-fund-direct-plan-growth/MRC935,https://www.moneycontrol.com/mutual-funds/nippon-india-small-cap-fund-direct-plan-growth/MRC935/portfolio-overview/MRC935
Sectoral/Thematic,Kotak Infrastructure and Economic Reform Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/kotak-infrastructure-and-economic-reform-fund-direct-plan-growth/MAI089,https://www.moneycontrol.com/mutual-funds/kotak-infrastructure-and-economic-reform-fund-direct-plan-growth/MAI089/portfolio-overview/MAI089
Sectoral/Thematic,UTI Healthcare Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/uti-healthcare-fund-growth/MUT031,https://www.moneycontrol.com/mutual-funds/uti-healthcare-fund-growth/MUT031/portfolio-overview/MUT031
Value Fund,HSBC Value Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/hsbc-value-fund-direct-plan-growth/MCC289,https://www.moneycontrol.com/mutual-funds/hsbc-value-fund-direct-plan-growth/MCC289/portfolio-overview/MCC289
Mid Cap Fund,Nippon India Growth Mid Cap Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/nippon-india-growth-mid-cap-fund-growth/MRC008,https://www.moneycontrol.com/mutual-funds/nippon-india-growth-mid-cap-fund-growth/MRC008/portfolio-overview/MRC008
Small Cap Fund,Franklin India Small Cap Fund - Direct - Growth,https://www.moneycontrol.com/mutual-funds/nav/franklin-india-small-cap-fund-direct-growth/MTE313,https://www.moneycontrol.com/mutual-funds/franklin-india-small-cap-fund-direct-growth/MTE313/portfolio-overview/MTE313
ELSS,SBI ELSS Tax Saver Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/sbi-elss-tax-saver-fund-direct-plan-growth/MSB499,https://www.moneycontrol.com/mutual-funds/sbi-elss-tax-saver-fund-direct-plan-growth/MSB499/portfolio-overview/MSB499
Large & Mid Cap Fund,Bandhan Large & Mid Cap Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/bandhan-large-mid-cap-fund-direct-plan-growth/MAG723,https://www.moneycontrol.com/mutual-funds/bandhan-large-mid-cap-fund-direct-plan-growth/MAG723/portfolio-overview/MAG723
Mid Cap Fund,ITI Mid Cap Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/iti-mid-cap-fund-direct-plan-growth/MIT055,https://www.moneycontrol.com/mutual-funds/iti-mid-cap-fund-direct-plan-growth/MIT055/portfolio-overview/MIT055
Large & Mid Cap Fund,Invesco India Large & Mid Cap Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/invesco-india-large-mid-cap-fund-growth/MLI099,https://www.moneycontrol.com/mutual-funds/invesco-india-large-mid-cap-fund-growth/MLI099/portfolio-overview/MLI099
Sectoral/Thematic,Bank of India Manufacturing & Infrastructure Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/bank-of-india-manufacturing-infrastructure-fund-growth/MBA057,https://www.moneycontrol.com/mutual-funds/bank-of-india-manufacturing-infrastructure-fund-growth/MBA057/portfolio-overview/MBA057
Sectoral/Thematic,ICICI Prudential Manufacturing Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-manufacturing-fund-growth/MPI3947,https://www.moneycontrol.com/mutual-funds/icici-prudential-manufacturing-fund-growth/MPI3947/portfolio-overview/MPI3947
Multi Cap Fund,Kotak Multicap Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/kotak-multicap-fund-direct-plan-growth/MKM1399,https://www.moneycontrol.com/mutual-funds/kotak-multicap-fund-direct-plan-growth/MKM1399/portfolio-overview/MKM1399
Sectoral/Thematic,Tata India Pharma & Heathcare Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/tata-india-pharma-heathcare-fund-direct-plan-growth/MTA1155,https://www.moneycontrol.com/mutual-funds/tata-india-pharma-heathcare-fund-direct-plan-growth/MTA1155/portfolio-overview/MTA1155
Dividend Yield Fund,ICICI Prudential Dividend Yield Equity Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-dividend-yield-equity-fund-direct-plan-growth/MPI2058,https://www.moneycontrol.com/mutual-funds/icici-prudential-dividend-yield-equity-fund-direct-plan-growth/MPI2058/portfolio-overview/MPI2058
Sectoral/Thematic,ICICI Prudential India Opportunities Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-india-opportunities-fund-direct-plan-growth/MPI4085,https://www.moneycontrol.com/mutual-funds/icici-prudential-india-opportunities-fund-direct-plan-growth/MPI4085/portfolio-overview/MPI4085
Sectoral/Thematic,Nippon India Taiwan Equity Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/nippon-india-taiwan-equity-fund-direct-plan-growth/MRC2901,https://www.moneycontrol.com/mutual-funds/nippon-india-taiwan-equity-fund-direct-plan-growth/MRC2901/portfolio-overview/MRC2901
Mid Cap Fund,Sundaram Mid Cap Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/sundaram-mid-cap-fund-direct-plan-growth/MSN568,https://www.moneycontrol.com/mutual-funds/sundaram-mid-cap-fund-direct-plan-growth/MSN568/portfolio-overview/MSN568
Small Cap Fund,HDFC Small Cap Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/hdfc-small-cap-fund-growth/MMS002,https://www.moneycontrol.com/mutual-funds/hdfc-small-cap-fund-growth/MMS002/portfolio-overview/MMS002
Small Cap Fund,Quant Small Cap Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/quant-small-cap-fund-growth/MES011,https://www.moneycontrol.com/mutual-funds/quant-small-cap-fund-growth/MES011/portfolio-overview/MES011
Small Cap Fund,Nippon India Small Cap Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/nippon-india-small-cap-fund-growth/MRC587,https://www.moneycontrol.com/mutual-funds/nippon-india-small-cap-fund-growth/MRC587/portfolio-overview/MRC587
Multi Cap Fund,Nippon India Multicap Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/nippon-india-multicap-fund-direct-plan-growth/MRC914,https://www.moneycontrol.com/mutual-funds/nippon-india-multicap-fund-direct-plan-growth/MRC914/portfolio-overview/MRC914
Sectoral/Thematic,Nippon India Pharma Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/nippon-india-pharma-fund-direct-plan-growth/MRC1005,https://www.moneycontrol.com/mutual-funds/nippon-india-pharma-fund-direct-plan-growth/MRC1005/portfolio-overview/MRC1005
Small Cap Fund,Bank of India Small Cap Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/bank-of-india-small-cap-fund-direct-plan-growth/MBA203,https://www.moneycontrol.com/mutual-funds/bank-of-india-small-cap-fund-direct-plan-growth/MBA203/portfolio-overview/MBA203
Flexi Cap Fund,Motilal Oswal Flexi Cap Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/motilal-oswal-flexi-cap-fund-direct-plan-growth/MMO031,https://www.moneycontrol.com/mutual-funds/motilal-oswal-flexi-cap-fund-direct-plan-growth/MMO031/portfolio-overview/MMO031
Value Fund,HSBC Value Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/hsbc-value-fund-growth/MFF061,https://www.moneycontrol.com/mutual-funds/hsbc-value-fund-growth/MFF061/portfolio-overview/MFF061
Flexi Cap Fund,Invesco India Flexi Cap Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/invesco-india-flexi-cap-fund-direct-plan-growth/MLI1146,https://www.moneycontrol.com/mutual-funds/invesco-india-flexi-cap-fund-direct-plan-growth/MLI1146/portfolio-overview/MLI1146
Sectoral/Thematic,HSBC Infrastructure Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/hsbc-infrastructure-fund-growth/MCC081,https://www.moneycontrol.com/mutual-funds/hsbc-infrastructure-fund-growth/MCC081/portfolio-overview/MCC081
Mid Cap Fund,HSBC Mid Cap Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/hsbc-mid-cap-fund-direct-plan-growth/MCC275,https://www.moneycontrol.com/mutual-funds/hsbc-mid-cap-fund-direct-plan-growth/MCC275/portfolio-overview/MCC275
Small Cap Fund,Franklin India Small Cap Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/franklin-india-small-cap-fund-growth/MTE090,https://www.moneycontrol.com/mutual-funds/franklin-india-small-cap-fund-growth/MTE090/portfolio-overview/MTE090
Sectoral/Thematic,Quant Quantamental Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/quant-quantamental-fund-direct-plan-growth/MES072,https://www.moneycontrol.com/mutual-funds/quant-quantamental-fund-direct-plan-growth/MES072/portfolio-overview/MES072
Sectoral/Thematic,SBI Infrastructure Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/sbi-infrastructure-fund-direct-plan-growth/MSB520,https://www.moneycontrol.com/mutual-funds/sbi-infrastructure-fund-direct-plan-growth/MSB520/portfolio-overview/MSB520
Mid Cap Fund,Franklin India Mid Cap Fund - Direct - Growth,https://www.moneycontrol.com/mutual-funds/nav/franklin-india-mid-cap-fund-direct-growth/MTE317,https://www.moneycontrol.com/mutual-funds/franklin-india-mid-cap-fund-direct-growth/MTE317/portfolio-overview/MTE317
ELSS,SBI Long Term Advantage Fund - Series V - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/sbi-long-term-advantage-fund-series-v-direct-plan-growth/MSB1331,https://www.moneycontrol.com/mutual-funds/sbi-long-term-advantage-fund-series-v-direct-plan-growth/MSB1331/portfolio-overview/MSB1331
Focused Fund,HDFC Focused Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/hdfc-focused-fund-direct-plan-growth/MHD1150,https://www.moneycontrol.com/mutual-funds/hdfc-focused-fund-direct-plan-growth/MHD1150/portfolio-overview/MHD1150
Focused Fund,Invesco India Focused Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/invesco-india-focused-fund-growth/MLI1124,https://www.moneycontrol.com/mutual-funds/invesco-india-focused-fund-growth/MLI1124/portfolio-overview/MLI1124
Sectoral/Thematic,Sundaram Infrastructure Advantage Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/sundaram-infrastructure-advantage-fund-direct-plan-growth/MSN555,https://www.moneycontrol.com/mutual-funds/sundaram-infrastructure-advantage-fund-direct-plan-growth/MSN555/portfolio-overview/MSN555
Sectoral/Thematic,ITI Pharma & Healthcare Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/iti-pharma-healthcare-fund-direct-plan-growth/MIT067,https://www.moneycontrol.com/mutual-funds/iti-pharma-healthcare-fund-direct-plan-growth/MIT067/portfolio-overview/MIT067
Sectoral/Thematic,Kotak Infrastructure and Economic Reform Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/kotak-infrastructure-and-economic-reform-fund-growth/MAI041,https://www.moneycontrol.com/mutual-funds/kotak-infrastructure-and-economic-reform-fund-growth/MAI041/portfolio-overview/MAI041
Small Cap Fund,Franklin India Small Cap Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/franklin-india-small-cap-fund-growth/MTE090,https://www.moneycontrol.com/mutual-funds/franklin-india-small-cap-fund-growth/MTE090/portfolio-overview/MTE090
Value Fund,Axis Value Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/axis-value-fund-direct-plan-growth/MAA939,https://www.moneycontrol.com/mutual-funds/axis-value-fund-direct-plan-growth/MAA939/portfolio-overview/MAA939
Mid Cap Fund,Sundaram Mid Cap Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/sundaram-mid-cap-fund-growth/MSN012,https://www.moneycontrol.com/mutual-funds/sundaram-mid-cap-fund-growth/MSN012/portfolio-overview/MSN012
Multi Cap Fund,Nippon India Multicap Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/nippon-india-multicap-fund-growth/MRC089,https://www.moneycontrol.com/mutual-funds/nippon-india-multicap-fund-growth/MRC089/portfolio-overview/MRC089
Mid Cap Fund,Kotak Midcap Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/kotak-midcap-fund-direct-plan-growth/MKM528,https://www.moneycontrol.com/mutual-funds/kotak-midcap-fund-direct-plan-growth/MKM528/portfolio-overview/MKM528
Sectoral/Thematic,Mirae Asset Healthcare Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/mirae-asset-healthcare-fund-direct-plan-growth/MMA141,https://www.moneycontrol.com/mutual-funds/mirae-asset-healthcare-fund-direct-plan-growth/MMA141/portfolio-overview/MMA141
