Category,scheme_name,scheme_url,scheme_pr_url
Sectoral/Thematic,Tata Digital India Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/tata-digital-india-fund-direct-plan-growth/MTA1147,https://www.moneycontrol.com/mutual-funds/tata-digital-india-fund-direct-plan-growth/MTA1147/portfolio-overview/MTA1147
Flexi Cap Fund,Axis Flexi Cap Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/axis-flexi-cap-fund-growth/MAA739,https://www.moneycontrol.com/mutual-funds/axis-flexi-cap-fund-growth/MAA739/portfolio-overview/MAA739
Large Cap Fund,Franklin India Large Cap Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/franklin-india-large-cap-fund-growth/MKP001,https://www.moneycontrol.com/mutual-funds/franklin-india-large-cap-fund-growth/MKP001/portfolio-overview/MKP001
Sectoral/Thematic,UTI India Consumer Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/uti-india-consumer-fund-direct-plan-growth/MUT649,https://www.moneycontrol.com/mutual-funds/uti-india-consumer-fund-direct-plan-growth/MUT649/portfolio-overview/MUT649
Large Cap Fund,HSBC Large Cap Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/hsbc-large-cap-fund-growth/MHS001,https://www.moneycontrol.com/mutual-funds/hsbc-large-cap-fund-growth/MHS001/portfolio-overview/MHS001
Fund of Funds,HSBC Asia Pacific (Ex Japan) Dividend Yield Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/hsbc-asia-pacific-(ex-japan)-dividend-yield-fund-direct-plan-growth/MHS435,https://www.moneycontrol.com/mutual-funds/hsbc-asia-pacific-(ex-japan)-dividend-yield-fund-direct-plan-growth/MHS435/portfolio-overview/MHS435
Large Cap Fund,Mirae Asset Large Cap Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/mirae-asset-large-cap-fund-direct-plan-growth/MMA096,https://www.moneycontrol.com/mutual-funds/mirae-asset-large-cap-fund-direct-plan-growth/MMA096/portfolio-overview/MMA096
Sectoral/Thematic,ICICI Prudential Technology Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-technology-fund-direct-plan-growth/MPI1128,https://www.moneycontrol.com/mutual-funds/icici-prudential-technology-fund-direct-plan-growth/MPI1128/portfolio-overview/MPI1128
Large Cap Fund,HDFC Large Cap Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/hdfc-large-cap-fund-growth/MZU009,https://www.moneycontrol.com/mutual-funds/hdfc-large-cap-fund-growth/MZU009/portfolio-overview/MZU009
Multi Cap Fund,Quant Multi Cap Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/quant-multi-cap-fund-growth/MES005,https://www.moneycontrol.com/mutual-funds/quant-multi-cap-fund-growth/MES005/portfolio-overview/MES005
ELSS,Sundaram Diversified Equity Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/sundaram-diversified-equity-fund-growth/MSN004,https://www.moneycontrol.com/mutual-funds/sundaram-diversified-equity-fund-growth/MSN004/portfolio-overview/MSN004
Sectoral/Thematic,Nippon India Japan Equity Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/nippon-india-japan-equity-fund-direct-plan-growth/MRC1653,https://www.moneycontrol.com/mutual-funds/nippon-india-japan-equity-fund-direct-plan-growth/MRC1653/portfolio-overview/MRC1653
Multi Asset Allocation,HDFC Multi-Asset Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/hdfc-multi-asset-fund-growth/MHD050,https://www.moneycontrol.com/mutual-funds/hdfc-multi-asset-fund-growth/MHD050/portfolio-overview/MHD050
Index Funds/ETFs,Tata Nifty 50 Exchange Traded Fund,https://www.moneycontrol.com/mutual-funds/nav/tata-nifty-50-exchange-traded-fund/MTA1334,https://www.moneycontrol.com/mutual-funds/tata-nifty-50-exchange-traded-fund/MTA1334/portfolio-overview/MTA1334
Index Funds/ETFs,Tata Nifty 50 Exchange Traded Fund,https://www.moneycontrol.com/mutual-funds/nav/tata-nifty-50-exchange-traded-fund/MTA1334,https://www.moneycontrol.com/mutual-funds/tata-nifty-50-exchange-traded-fund/MTA1334/portfolio-overview/MTA1334
Flexi Cap Fund,SBI Flexi Cap Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/sbi-flexi-cap-fund-direct-plan-growth/MSB503,https://www.moneycontrol.com/mutual-funds/sbi-flexi-cap-fund-direct-plan-growth/MSB503/portfolio-overview/MSB503
Sectoral/Thematic,SBI Equity Minimum Variance Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/sbi-equity-minimum-variance-fund-direct-plan-growth/MSB1539,https://www.moneycontrol.com/mutual-funds/sbi-equity-minimum-variance-fund-direct-plan-growth/MSB1539/portfolio-overview/MSB1539
Sectoral/Thematic,ICICI Prudential US Bluechip Equity Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-us-bluechip-equity-fund-growth/MPI1065,https://www.moneycontrol.com/mutual-funds/icici-prudential-us-bluechip-equity-fund-growth/MPI1065/portfolio-overview/MPI1065
Sectoral/Thematic,Aditya Birla Sun Life Digital India Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/aditya-birla-sun-life-digital-india-fund-direct-plan-growth/MBS843,https://www.moneycontrol.com/mutual-funds/aditya-birla-sun-life-digital-india-fund-direct-plan-growth/MBS843/portfolio-overview/MBS843
Large Cap Fund,UTI Large Cap Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/uti-large-cap-fund-direct-plan-growth/MUT639,https://www.moneycontrol.com/mutual-funds/uti-large-cap-fund-direct-plan-growth/MUT639/portfolio-overview/MUT639
Index Funds/ETFs,Invesco India Nifty 50 Exchange Traded Fund,https://www.moneycontrol.com/mutual-funds/nav/invesco-india-nifty-50-exchange-traded-fund/MLI428,https://www.moneycontrol.com/mutual-funds/invesco-india-nifty-50-exchange-traded-fund/MLI428/portfolio-overview/MLI428
Index Funds/ETFs,Invesco India Nifty 50 Exchange Traded Fund,https://www.moneycontrol.com/mutual-funds/nav/invesco-india-nifty-50-exchange-traded-fund/MLI428,https://www.moneycontrol.com/mutual-funds/invesco-india-nifty-50-exchange-traded-fund/MLI428/portfolio-overview/MLI428
Multi Cap Fund,Edelweiss Recently Listed IPO Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/edelweiss-recently-listed-ipo-fund-growth/MJP330,https://www.moneycontrol.com/mutual-funds/edelweiss-recently-listed-ipo-fund-growth/MJP330/portfolio-overview/MJP330
Sectoral/Thematic,Aditya Birla Sun Life MNC Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/aditya-birla-sun-life-mnc-fund-direct-plan-growth/MBS839,https://www.moneycontrol.com/mutual-funds/aditya-birla-sun-life-mnc-fund-direct-plan-growth/MBS839/portfolio-overview/MBS839
Sectoral/Thematic,Aditya Birla Sun Life International Equity Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/aditya-birla-sun-life-international-equity-fund-direct-plan-growth/MBS823,https://www.moneycontrol.com/mutual-funds/aditya-birla-sun-life-international-equity-fund-direct-plan-growth/MBS823/portfolio-overview/MBS823
ELSS,Axis ELSS Tax Saver Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/axis-elss-tax-saver-fund-direct-plan-growth/MAA192,https://www.moneycontrol.com/mutual-funds/axis-elss-tax-saver-fund-direct-plan-growth/MAA192/portfolio-overview/MAA192
Fund of Funds,HSBC Asia Pacific (Ex Japan) Dividend Yield Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/hsbc-asia-pacific-(ex-japan)-dividend-yield-fund-growth/MHS433,https://www.moneycontrol.com/mutual-funds/hsbc-asia-pacific-(ex-japan)-dividend-yield-fund-growth/MHS433/portfolio-overview/MHS433
ELSS,UTI ELSS Tax Saver Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/uti-elss-tax-saver-fund-growth/MUT025,https://www.moneycontrol.com/mutual-funds/uti-elss-tax-saver-fund-growth/MUT025/portfolio-overview/MUT025
Equity Savings,HSBC Equity Savings Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/hsbc-equity-savings-fund-direct-plan-growth/MCC272,https://www.moneycontrol.com/mutual-funds/hsbc-equity-savings-fund-direct-plan-growth/MCC272/portfolio-overview/MCC272
ELSS,UTI Master Equity Plan Unit Scheme,https://www.moneycontrol.com/mutual-funds/nav/uti-master-equity-plan-unit-scheme/MUT101,https://www.moneycontrol.com/mutual-funds/uti-master-equity-plan-unit-scheme/MUT101/portfolio-overview/MUT101
Sectoral/Thematic,UTI India Consumer Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/uti-india-consumer-fund-growth/MUT129,https://www.moneycontrol.com/mutual-funds/uti-india-consumer-fund-growth/MUT129/portfolio-overview/MUT129
Equity Savings,Sundaram Equity Savings Fund - Direct Plan - Growth Accumulation Plan,https://www.moneycontrol.com/mutual-funds/nav/sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan/MID294,https://www.moneycontrol.com/mutual-funds/sundaram-equity-savings-fund-direct-plan-growth-accumulation-plan/MID294/portfolio-overview/MID294
Sectoral/Thematic,ICICI Prudential Technology Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-technology-fund-growth/MPI015,https://www.moneycontrol.com/mutual-funds/icici-prudential-technology-fund-growth/MPI015/portfolio-overview/MPI015
Focused Fund,Mirae Asset Focused Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/mirae-asset-focused-fund-direct-plan-growth/MMA169,https://www.moneycontrol.com/mutual-funds/mirae-asset-focused-fund-direct-plan-growth/MMA169/portfolio-overview/MMA169
Large Cap Fund,Franklin India Large Cap Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/franklin-india-large-cap-fund-growth/MKP001,https://www.moneycontrol.com/mutual-funds/franklin-india-large-cap-fund-growth/MKP001/portfolio-overview/MKP001
Sectoral/Thematic,UTI MNC Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/uti-mnc-fund-direct-plan-growth/MUT629,https://www.moneycontrol.com/mutual-funds/uti-mnc-fund-direct-plan-growth/MUT629/portfolio-overview/MUT629
Sectoral/Thematic,Tata Digital India Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/tata-digital-india-fund-growth/MTA1145,https://www.moneycontrol.com/mutual-funds/tata-digital-india-fund-growth/MTA1145/portfolio-overview/MTA1145
Equity Savings,Invesco India Equity Savings Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/invesco-india-equity-savings-fund-direct-plan-growth/MLI1108,https://www.moneycontrol.com/mutual-funds/invesco-india-equity-savings-fund-direct-plan-growth/MLI1108/portfolio-overview/MLI1108
Large Cap Fund,UTI Large Cap Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/uti-large-cap-fund-growth/MUT051,https://www.moneycontrol.com/mutual-funds/uti-large-cap-fund-growth/MUT051/portfolio-overview/MUT051
ELSS,Axis ELSS Tax Saver Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/axis-elss-tax-saver-fund-growth/MAA011,https://www.moneycontrol.com/mutual-funds/axis-elss-tax-saver-fund-growth/MAA011/portfolio-overview/MAA011
Sectoral/Thematic,Sundaram Services Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/sundaram-services-fund-growth/MSN1454,https://www.moneycontrol.com/mutual-funds/sundaram-services-fund-growth/MSN1454/portfolio-overview/MSN1454
Fund of Funds,Edelweiss US Value Equity Offshore Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/edelweiss-us-value-equity-offshore-fund-direct-plan-growth/MJP172,https://www.moneycontrol.com/mutual-funds/edelweiss-us-value-equity-offshore-fund-direct-plan-growth/MJP172/portfolio-overview/MJP172
Sectoral/Thematic,Tata Ethical Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/tata-ethical-fund-direct-plan-growth/MTA735,https://www.moneycontrol.com/mutual-funds/tata-ethical-fund-direct-plan-growth/MTA735/portfolio-overview/MTA735
Sectoral/Thematic,Nippon India Japan Equity Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/nippon-india-japan-equity-fund-growth/MRC1650,https://www.moneycontrol.com/mutual-funds/nippon-india-japan-equity-fund-growth/MRC1650/portfolio-overview/MRC1650
Dynamic Asset Allocation or Balanced Advantage,DSP Dynamic Asset Allocation Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/dsp-dynamic-asset-allocation-fund-direct-plan-growth/MDS961,https://www.moneycontrol.com/mutual-funds/dsp-dynamic-asset-allocation-fund-direct-plan-growth/MDS961/portfolio-overview/MDS961
Fund of Funds,Aditya Birla Sun Life Global Emerging Opportunities Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/aditya-birla-sun-life-global-emerging-opportunities-fund-direct-plan-growth/MIN356,https://www.moneycontrol.com/mutual-funds/aditya-birla-sun-life-global-emerging-opportunities-fund-direct-plan-growth/MIN356/portfolio-overview/MIN356
Equity Savings,Kotak Equity Savings Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/kotak-equity-savings-fund-direct-plan-growth/MKM890,https://www.moneycontrol.com/mutual-funds/kotak-equity-savings-fund-direct-plan-growth/MKM890/portfolio-overview/MKM890
Equity Savings,HSBC Equity Savings Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/hsbc-equity-savings-fund-growth/MCC195,https://www.moneycontrol.com/mutual-funds/hsbc-equity-savings-fund-growth/MCC195/portfolio-overview/MCC195
Large Cap Fund,Axis Large Cap Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/axis-large-cap-fund-direct-plan-growth/MAA181,https://www.moneycontrol.com/mutual-funds/axis-large-cap-fund-direct-plan-growth/MAA181/portfolio-overview/MAA181
Equity Savings,Edelweiss Equity Savings Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/edelweiss-equity-savings-fund-direct-plan-growth/MJP305,https://www.moneycontrol.com/mutual-funds/edelweiss-equity-savings-fund-direct-plan-growth/MJP305/portfolio-overview/MJP305
Equity Savings,Mirae Asset Equity Savings Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/mirae-asset-equity-savings-fund-direct-plan-growth/MMA161,https://www.moneycontrol.com/mutual-funds/mirae-asset-equity-savings-fund-direct-plan-growth/MMA161/portfolio-overview/MMA161
Multi Asset Allocation,Axis Multi Asset Allocation Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/axis-multi-asset-allocation-fund-direct-plan-growth/MAA203,https://www.moneycontrol.com/mutual-funds/axis-multi-asset-allocation-fund-direct-plan-growth/MAA203/portfolio-overview/MAA203
Sectoral/Thematic,UTI MNC Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/uti-mnc-fund-growth/MUT023,https://www.moneycontrol.com/mutual-funds/uti-mnc-fund-growth/MUT023/portfolio-overview/MUT023
Fund of Funds,Aditya Birla Sun Life Global Emerging Opportunities Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/aditya-birla-sun-life-global-emerging-opportunities-fund-growth/MIN289,https://www.moneycontrol.com/mutual-funds/aditya-birla-sun-life-global-emerging-opportunities-fund-growth/MIN289/portfolio-overview/MIN289
Focused Fund,Mirae Asset Focused Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/mirae-asset-focused-fund-growth/MMA171,https://www.moneycontrol.com/mutual-funds/mirae-asset-focused-fund-growth/MMA171/portfolio-overview/MMA171
Equity Savings,SBI Equity Savings Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/sbi-equity-savings-fund-direct-plan-growth/MSB1142,https://www.moneycontrol.com/mutual-funds/sbi-equity-savings-fund-direct-plan-growth/MSB1142/portfolio-overview/MSB1142
Credit Risk Fund,HSBC Credit Risk Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/hsbc-credit-risk-fund-direct-plan-growth/MCC295,https://www.moneycontrol.com/mutual-funds/hsbc-credit-risk-fund-direct-plan-growth/MCC295/portfolio-overview/MCC295
Equity Savings,UTI Equity Savings Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/uti-equity-savings-fund-direct-plan-growth/MUT3262,https://www.moneycontrol.com/mutual-funds/uti-equity-savings-fund-direct-plan-growth/MUT3262/portfolio-overview/MUT3262
Focused Fund,Motilal Oswal Focused Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/motilal-oswal-focused-fund-direct-plan-growth/MMO011,https://www.moneycontrol.com/mutual-funds/motilal-oswal-focused-fund-direct-plan-growth/MMO011/portfolio-overview/MMO011
Flexi Cap Fund,UTI Flexi Cap Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/uti-flexi-cap-fund-direct-plan-growth/MUT651,https://www.moneycontrol.com/mutual-funds/uti-flexi-cap-fund-direct-plan-growth/MUT651/portfolio-overview/MUT651
Fund of Funds,Kotak Global Emerging Market Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/kotak-global-emerging-market-fund-direct-plan-growth/MKM549,https://www.moneycontrol.com/mutual-funds/kotak-global-emerging-market-fund-direct-plan-growth/MKM549/portfolio-overview/MKM549
Equity Savings,Sundaram Equity Savings Fund - Growth Accumulation Plan,https://www.moneycontrol.com/mutual-funds/nav/sundaram-equity-savings-fund-growth-accumulation-plan/MID035,https://www.moneycontrol.com/mutual-funds/sundaram-equity-savings-fund-growth-accumulation-plan/MID035/portfolio-overview/MID035
Equity Savings,HDFC Equity Savings Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/hdfc-equity-savings-fund-direct-plan-growth/MHD1217,https://www.moneycontrol.com/mutual-funds/hdfc-equity-savings-fund-direct-plan-growth/MHD1217/portfolio-overview/MHD1217
Large Cap Fund,Axis Large Cap Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/axis-large-cap-fund-growth/MAA009,https://www.moneycontrol.com/mutual-funds/axis-large-cap-fund-growth/MAA009/portfolio-overview/MAA009
Equity Savings,Kotak Equity Savings Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/kotak-equity-savings-fund-growth/MKM887,https://www.moneycontrol.com/mutual-funds/kotak-equity-savings-fund-growth/MKM887/portfolio-overview/MKM887
Sectoral/Thematic,DSP Quant Fund - Direct - Growth,https://www.moneycontrol.com/mutual-funds/nav/dsp-quant-fund-direct-growth/MDS1549,https://www.moneycontrol.com/mutual-funds/dsp-quant-fund-direct-growth/MDS1549/portfolio-overview/MDS1549
Credit Risk Fund,Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/aditya-birla-sun-life-credit-risk-fund-direct-plan-growth/MBS2052,https://www.moneycontrol.com/mutual-funds/aditya-birla-sun-life-credit-risk-fund-direct-plan-growth/MBS2052/portfolio-overview/MBS2052
Equity Savings,DSP Equity Savings Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/dsp-equity-savings-fund-direct-plan-growth/MDS1203,https://www.moneycontrol.com/mutual-funds/dsp-equity-savings-fund-direct-plan-growth/MDS1203/portfolio-overview/MDS1203
Equity Savings,Baroda BNP Paribas Equity Savings Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/baroda-bnp-paribas-equity-savings-fund-direct-plan-growth/MBO257,https://www.moneycontrol.com/mutual-funds/baroda-bnp-paribas-equity-savings-fund-direct-plan-growth/MBO257/portfolio-overview/MBO257
Sectoral/Thematic,ICICI Prudential FMCG Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-fmcg-fund-growth/MPI004,https://www.moneycontrol.com/mutual-funds/icici-prudential-fmcg-fund-growth/MPI004/portfolio-overview/MPI004
Focused Fund,Axis Focused Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/axis-focused-fund-direct-plan-growth/MAA183,https://www.moneycontrol.com/mutual-funds/axis-focused-fund-direct-plan-growth/MAA183/portfolio-overview/MAA183
Equity Savings,Mirae Asset Equity Savings Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/mirae-asset-equity-savings-fund-growth/MMA163,https://www.moneycontrol.com/mutual-funds/mirae-asset-equity-savings-fund-growth/MMA163/portfolio-overview/MMA163
Equity Savings,Axis Equity Savings Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/axis-equity-savings-fund-direct-plan-growth/MAA638,https://www.moneycontrol.com/mutual-funds/axis-equity-savings-fund-direct-plan-growth/MAA638/portfolio-overview/MAA638
Fund of Funds,Edelweiss Emerging Markets Opportunities Equity Offshore Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/edelweiss-emerging-markets-opportunities-equity-offshore-fund-direct-plan-growth/MJP282,https://www.moneycontrol.com/mutual-funds/edelweiss-emerging-markets-opportunities-equity-offshore-fund-direct-plan-growth/MJP282/portfolio-overview/MJP282
Fund of Funds,Kotak Global Emerging Market Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/kotak-global-emerging-market-fund-growth/MKM162,https://www.moneycontrol.com/mutual-funds/kotak-global-emerging-market-fund-growth/MKM162/portfolio-overview/MKM162
Fund of Funds,Edelweiss ASEAN Equity Off-shore Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/edelweiss-asean-equity-off-shore-fund-direct-plan-growth/MJP105,https://www.moneycontrol.com/mutual-funds/edelweiss-asean-equity-off-shore-fund-direct-plan-growth/MJP105/portfolio-overview/MJP105
Multi Asset Allocation,Axis Multi Asset Allocation Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/axis-multi-asset-allocation-fund-growth/MAA091,https://www.moneycontrol.com/mutual-funds/axis-multi-asset-allocation-fund-growth/MAA091/portfolio-overview/MAA091
Flexi Cap Fund,UTI Flexi Cap Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/uti-flexi-cap-fund-growth/MUT009,https://www.moneycontrol.com/mutual-funds/uti-flexi-cap-fund-growth/MUT009/portfolio-overview/MUT009
Equity Savings,UTI Equity Savings Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/uti-equity-savings-fund-growth/MUT3258,https://www.moneycontrol.com/mutual-funds/uti-equity-savings-fund-growth/MUT3258/portfolio-overview/MUT3258
Equity Savings,Tata Equity Savings Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/tata-equity-savings-fund-direct-plan-growth/MTA785,https://www.moneycontrol.com/mutual-funds/tata-equity-savings-fund-direct-plan-growth/MTA785/portfolio-overview/MTA785
Focused Fund,Motilal Oswal Focused Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/motilal-oswal-focused-fund-growth/MMO009,https://www.moneycontrol.com/mutual-funds/motilal-oswal-focused-fund-growth/MMO009/portfolio-overview/MMO009
Equity Savings,HDFC Equity Savings Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/hdfc-equity-savings-fund-growth/MHD046,https://www.moneycontrol.com/mutual-funds/hdfc-equity-savings-fund-growth/MHD046/portfolio-overview/MHD046
Credit Risk Fund,Invesco India Credit Risk Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/invesco-india-credit-risk-fund-direct-plan-growth/MLI897,https://www.moneycontrol.com/mutual-funds/invesco-india-credit-risk-fund-direct-plan-growth/MLI897/portfolio-overview/MLI897
Dynamic Asset Allocation or Balanced Advantage,Motilal Oswal Balance Advantage Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/motilal-oswal-balance-advantage-fund-direct-plan-growth/MMO039,https://www.moneycontrol.com/mutual-funds/motilal-oswal-balance-advantage-fund-direct-plan-growth/MMO039/portfolio-overview/MMO039
Short Duration Fund,Bank of India Short Term Income Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/bank-of-india-short-term-income-fund-direct-plan-growth/MBA079,https://www.moneycontrol.com/mutual-funds/bank-of-india-short-term-income-fund-direct-plan-growth/MBA079/portfolio-overview/MBA079
Focused Fund,Axis Focused Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/axis-focused-fund-growth/MAA169,https://www.moneycontrol.com/mutual-funds/axis-focused-fund-growth/MAA169/portfolio-overview/MAA169
Medium Duration Fund,Aditya Birla Sun Life Medium Term Plan - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/aditya-birla-sun-life-medium-term-plan-direct-plan-growth/MBS893,https://www.moneycontrol.com/mutual-funds/aditya-birla-sun-life-medium-term-plan-direct-plan-growth/MBS893/portfolio-overview/MBS893
Fund of Funds,HSBC Global Emerging Markets Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/hsbc-global-emerging-markets-fund-direct-plan-growth/MHS355,https://www.moneycontrol.com/mutual-funds/hsbc-global-emerging-markets-fund-direct-plan-growth/MHS355/portfolio-overview/MHS355
Sectoral/Thematic,SBI MNC Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/sbi-mnc-fund-direct-plan-growth/MSB509,https://www.moneycontrol.com/mutual-funds/sbi-mnc-fund-direct-plan-growth/MSB509/portfolio-overview/MSB509
Investment cum Insurance,UTI Unit Linked Insurance Plan (ULIP) - Direct Plan,https://www.moneycontrol.com/mutual-funds/nav/uti-unit-linked-insurance-plan-(ulip)-direct-plan/MUT663,https://www.moneycontrol.com/mutual-funds/uti-unit-linked-insurance-plan-(ulip)-direct-plan/MUT663/portfolio-overview/MUT663
Equity Savings,Axis Equity Savings Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/axis-equity-savings-fund-growth/MAA636,https://www.moneycontrol.com/mutual-funds/axis-equity-savings-fund-growth/MAA636/portfolio-overview/MAA636
Equity Savings,Nippon India Equity Savings Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/nippon-india-equity-savings-fund-direct-plan-growth/MRC1874,https://www.moneycontrol.com/mutual-funds/nippon-india-equity-savings-fund-direct-plan-growth/MRC1874/portfolio-overview/MRC1874
Equity Savings,Aditya Birla Sun Life Equity Savings Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/aditya-birla-sun-life-equity-savings-fund-direct-plan-growth/MBS1975,https://www.moneycontrol.com/mutual-funds/aditya-birla-sun-life-equity-savings-fund-direct-plan-growth/MBS1975/portfolio-overview/MBS1975
Short Duration Fund,Bank of India Short Term Income Fund - Growth,https://www.moneycontrol.com/mutual-funds/nav/bank-of-india-short-term-income-fund-growth/MBA037,https://www.moneycontrol.com/mutual-funds/bank-of-india-short-term-income-fund-growth/MBA037/portfolio-overview/MBA037
Long Duration Fund,Nippon India Nivesh Lakshya Long Duration Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/nippon-india-nivesh-lakshya-long-duration-fund-direct-plan-growth/MRC2542,https://www.moneycontrol.com/mutual-funds/nippon-india-nivesh-lakshya-long-duration-fund-direct-plan-growth/MRC2542/portfolio-overview/MRC2542
Sectoral/Thematic,ICICI Prudential FMCG Fund - Direct Plan - Growth,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-fmcg-fund-direct-plan-growth/MPI1120,https://www.moneycontrol.com/mutual-funds/icici-prudential-fmcg-fund-direct-plan-growth/MPI1120/portfolio-overview/MPI1120
Sectoral/Thematic,Franklin Asian Equity Fund - Direct - Growth,https://www.moneycontrol.com/mutual-funds/nav/franklin-asian-equity-fund-direct-growth/MTE333,https://www.moneycontrol.com/mutual-funds/franklin-asian-equity-fund-direct-growth/MTE333/portfolio-overview/MTE333
